cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
12	RPS7	-0.50320632848662	1	1	1.19762730360075e-44	2.82771782653172e-40	ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:10440]
12	PRDX1	-0.608447199579284	1	1	3.34952612745205e-44	7.90856613952704e-40	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]
12	H3F3B	-0.518908550574593	1	1	9.21747945496642e-42	2.17633907411212e-37	H3 histone family member 3B [Source:HGNC Symbol;Acc:HGNC:4765]
12	EEF1A1	-0.720883138859257	1	1	5.86920080793987e-41	1.38577700276268e-36	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]
12	SPINT2	-0.613768387187328	1	1	1.3008702329092e-40	3.07148470692191e-36	serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]
12	RPL35	0.459662275869725	1	1	1.30974029067503e-40	3.0924278003128e-36	ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]
12	BTF3	-0.470300018607492	1	1	7.35793967517106e-40	1.73728313670464e-35	basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125]
12	AL355075.4	1.33095713873585	0.571	0.221	7.59870516848669e-40	1.79413027733139e-35	ribonuclease P RNA component H1
12	CLNS1A	-0.620110445014441	1	1	8.13148282203225e-40	1.91992440911004e-35	chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080]
12	MRPS6	-0.729345306344646	1	0.999	1.0073324295422e-39	2.37841259939209e-35	mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]
12	SUMO1	-0.487037017556143	1	1	6.45572955179312e-38	1.52426230447387e-33	small ubiquitin like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]
12	ARPC2	-0.508713413935869	1	1	6.95117705256104e-38	1.64124241388019e-33	actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]
12	MTRNR2L12	1.06196098467864	1	0.882	8.02138534489439e-37	1.89392929378302e-32	MT-RNR2 like 12 [Source:HGNC Symbol;Acc:HGNC:37169]
12	RPS4X	-0.488664346234891	1	1	9.77713686136689e-37	2.30847978433734e-32	ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424]
12	LAPTM4B	-0.635198540279732	1	0.999	1.34081031972544e-36	3.16578724590373e-32	lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646]
12	TMSB4X	-0.510041526979104	1	0.999	3.03655901019237e-36	7.1696194789652e-32	thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]
12	RPS13	-0.475813193981607	1	1	3.87723686097069e-36	9.1545439524379e-32	ribosomal protein S13 [Source:HGNC Symbol;Acc:HGNC:10386]
12	RPS19	0.421377624800461	1	1	1.27078071372675e-35	3.00044034318023e-31	ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]
12	RPL5	-0.444731489646978	1	1	2.35951336263357e-35	5.57104700051411e-31	ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]
12	RPL13A	0.481243543375266	1	1	3.57077602510058e-35	8.43095927286497e-31	ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]
12	RPL38	0.505988702722204	1	1	3.18839379159286e-33	7.5281165813299e-29	ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]
12	TMBIM6	-0.454505818960314	1	1	7.94400259715584e-33	1.87565845321447e-28	transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723]
12	BRK1	-0.522573335446608	0.994	0.988	3.63987274461177e-32	8.59410353730285e-28	BRICK1 subunit of SCAR/WAVE actin nucleating complex [Source:HGNC Symbol;Acc:HGNC:23057]
12	SNRPD2	0.496639855167667	1	0.999	6.26396762368278e-32	1.47898539562774e-27	small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159]
12	PPIA	-0.411530523349835	1	1	9.69237531884816e-32	2.28846673653324e-27	peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]
12	ACTB	-0.511684102439885	1	1	8.38228679361742e-31	1.97914173484101e-26	actin beta [Source:HGNC Symbol;Acc:HGNC:132]
12	PFN1	-0.40935481418233	1	1	5.81786275964408e-30	1.37365557617956e-25	profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]
12	SPCS1	-0.51109282056718	1	0.992	2.29560751265713e-29	5.42015889813475e-25	signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401]
12	ATP5MC3	-0.486851088054541	1	1	2.60181599884467e-29	6.14314775487214e-25	ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]
12	MTRNR2L8	1.10391691895423	0.628	0.35	2.94800596853641e-29	6.96053689231132e-25	MT-RNR2 like 8 [Source:HGNC Symbol;Acc:HGNC:37165]
12	POLR2L	0.560074930336631	1	0.999	3.65323140967827e-29	8.62564468139136e-25	RNA polymerase II subunit L [Source:HGNC Symbol;Acc:HGNC:9199]
12	EIF3E	-0.426794759506881	1	0.999	1.44284307016774e-28	3.40669677297306e-24	eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]
12	SRP9	-0.439651136467519	1	0.997	4.53309366646601e-28	1.07030874558929e-23	signal recognition particle 9 [Source:HGNC Symbol;Acc:HGNC:11304]
12	COX7A2L	-0.437540263210413	0.994	0.995	5.24649152586745e-28	1.23874911417256e-23	cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]
12	PGK1	-0.489652827128247	1	0.997	8.5445004738107e-28	2.01744200687144e-23	phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]
12	CMTM6	-0.505603156372414	1	0.993	1.10514139128509e-27	2.60934933896324e-23	CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]
12	SLC25A3	-0.500864162154846	1	0.999	1.45738471015675e-27	3.44103103915111e-23	solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
12	ACTG1	-0.487586105293277	1	1	1.89575099522883e-27	4.47605767483479e-23	actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
12	SURF6	0.772171289204495	0.904	0.725	2.30846338289281e-27	5.45051289334821e-23	surfeit 6 [Source:HGNC Symbol;Acc:HGNC:11478]
12	B2M	-0.428911985612591	1	1	3.92305165251232e-27	9.26271725674685e-23	beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]
12	LDHA	-0.474261894749095	1	1	9.23291816944397e-27	2.17998430898742e-22	lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]
12	NDUFB5	-0.441036996517203	1	0.997	1.1566521275981e-26	2.73097133847186e-22	NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]
12	HSP90AA1	-0.455010623259428	1	1	1.5633121665567e-26	3.69113635645702e-22	heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]
12	CD9	-0.695755742274362	1	0.996	2.28572603880698e-26	5.39682775022715e-22	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]
12	CD63	-0.426884196841635	1	1	7.49790701610628e-26	1.77033082557285e-21	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]
12	S100A4	-0.685063626886511	1	0.997	8.9158345632599e-26	2.1051176987313e-21	S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]
12	CD47	-0.784658202427377	1	0.998	1.08495568825361e-25	2.56168887553561e-21	CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]
12	PRDX6	-0.421297278684186	1	1	1.33516669942627e-25	3.15246209401537e-21	peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]
12	EIF4G1	0.532485925952775	1	0.996	1.40466573198349e-25	3.31655625978622e-21	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]
12	LDHB	-0.464250532477631	1	1	4.27837771158518e-25	1.01016776148238e-20	lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]
12	CSTB	-0.423525522704406	1	0.999	5.0643181471631e-25	1.19573615772668e-20	cystatin B [Source:HGNC Symbol;Acc:HGNC:2482]
12	SPEN	0.759829786505737	0.987	0.965	8.89056621497032e-25	2.09915158901664e-20	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]
12	STRAP	-0.413288428704194	1	0.991	1.3754222714252e-24	3.24750952506204e-20	serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]
12	PPP1CB	-0.557057357699627	0.987	0.978	2.81181638527115e-24	6.63897966726372e-20	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
12	PPA1	-0.477726392446054	1	1	5.30475506741708e-24	1.25250571896785e-19	pyrophosphatase (inorganic) 1 [Source:HGNC Symbol;Acc:HGNC:9226]
12	DYNLL1	-0.407666767171296	1	1	1.46400204455429e-23	3.45665522739713e-19	dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]
12	BEX3	-0.617435328643353	1	0.988	1.48908759002662e-22	3.51588470881185e-18	brain expressed X-linked 3 [Source:HGNC Symbol;Acc:HGNC:13388]
12	SSU72	-0.41107597692868	1	0.996	2.05078807840472e-22	4.84211573192139e-18	SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]
12	TWNK	0.695104556749136	0.955	0.742	4.13713789873197e-22	9.76819629269606e-18	twinkle mtDNA helicase [Source:HGNC Symbol;Acc:HGNC:1160]
12	GADD45GIP1	0.452567033566654	1	0.991	8.51381613159537e-22	2.01019712683098e-17	GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]
12	CCNI	-0.558614426492243	1	0.99	1.46954714447581e-21	3.46974776282185e-17	cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]
12	TUBB	-0.624886506763495	1	0.988	1.55242778810166e-21	3.66543725048682e-17	tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]
12	ATP5MC2	-0.447732805204218	1	0.997	1.61902071621553e-21	3.82266981305648e-17	ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]
12	ZNF34	0.460412600891069	0.782	0.396	1.85416218389723e-21	4.37786233239974e-17	zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]
12	RNF7	-0.438299553008744	1	0.99	2.57257749878908e-21	6.0741127323909e-17	ring finger protein 7 [Source:HGNC Symbol;Acc:HGNC:10070]
12	TCOF1	0.622914779271699	1	0.888	2.91075246332694e-21	6.87257764116124e-17	treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]
12	FTL	-0.627786008180562	1	0.997	3.95407611636062e-21	9.33596911833905e-17	ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]
12	ABCF1	0.537567542572734	0.994	0.939	4.9552162139497e-21	1.16997610027566e-16	ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]
12	ZNF335	0.5835964585348	0.763	0.453	5.24051332948407e-21	1.23733760222448e-16	zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]
12	PRDX3	-0.441825562392334	1	0.94	5.40395081844113e-21	1.27592682774213e-16	peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354]
12	JPT1	-0.475369861934409	1	1	6.00833614221597e-21	1.41862824653861e-16	Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]
12	MGST1	-0.587996432767915	1	0.947	1.47994587450348e-20	3.49430020429016e-16	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]
12	MORF4L2	-0.436886358193878	1	0.997	1.91147067802652e-20	4.51317341788842e-16	mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]
12	CBR1	-0.645799468960002	0.212	0.603	3.58686781789984e-20	8.46895360484331e-16	carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]
12	NEAT1	-1.1484849846364	1	0.999	4.64269867167889e-20	1.0961875833701e-15	nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]
12	PCNT	0.537609252332469	0.949	0.662	4.72268362226473e-20	1.11507283005292e-15	pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]
12	DDX46	0.541705984389481	1	0.993	4.81642549574609e-20	1.13720622380061e-15	DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681]
12	DDX21	0.473976031243246	1	0.999	7.5749085472732e-20	1.78851165709668e-15	DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]
12	TRA2B	0.570806765399347	1	0.951	8.96635368366916e-20	2.11704576825112e-15	transformer 2 beta homolog [Source:HGNC Symbol;Acc:HGNC:10781]
12	WFDC2	-0.447732604500188	1	1	1.17962635528579e-19	2.78521578746528e-15	WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:HGNC:15939]
12	CDV3	0.50756985628533	1	0.997	2.05092530519973e-19	4.84243973810707e-15	CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]
12	ATF4	0.554838618071247	1	0.985	2.13912684296679e-19	5.05069238892888e-15	activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]
12	RDH11	-0.457292999214922	0.199	0.56	3.60350705985337e-19	8.50824051901978e-15	retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964]
12	TMEM14A	-0.426909346993967	0.186	0.551	4.66020630329423e-19	1.1003213102708e-14	transmembrane protein 14A [Source:HGNC Symbol;Acc:HGNC:21076]
12	TUBA1C	-0.567484642346792	1	0.989	8.96523229266271e-19	2.11678099662059e-14	tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]
12	SSPN	-0.643518390876363	0.237	0.596	9.8060331516938e-19	2.31530248744642e-14	sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]
12	MGST3	-0.452357849966178	1	0.96	1.21089494248291e-18	2.85904404869641e-14	microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]
12	C12orf75	-0.440803130524316	1	0.991	1.67908145271388e-18	3.96447921800275e-14	chromosome 12 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:35164]
12	CALM1	-0.442390419740034	1	0.989	2.70331711110154e-18	6.38280203102185e-14	calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]
12	RSRC2	0.602451084657626	1	0.961	3.08458391613082e-18	7.28301108437647e-14	arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]
12	TMEM267	-0.432046037140333	0.173	0.526	3.8736281630721e-18	9.14602345582953e-14	transmembrane protein 267 [Source:HGNC Symbol;Acc:HGNC:26139]
12	PRRC2A	0.491590262823142	0.955	0.735	5.85508344243697e-18	1.38244375159379e-13	proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]
12	KPNA6	-0.418321388863486	0.212	0.564	9.79563596636863e-18	2.3128476080193e-13	karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399]
12	CTSD	0.575573968379146	1	0.932	1.32191221894034e-17	3.12116694014005e-13	cathepsin D [Source:HGNC Symbol;Acc:HGNC:2529]
12	VMP1	-0.531256422922075	0.981	0.916	1.51902941277753e-17	3.58658034650902e-13	vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]
12	MSMO1	-0.614232353977639	0.192	0.538	1.80116318081435e-17	4.25272638622076e-13	methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545]
12	DENND10	-0.455707920149329	0.237	0.582	1.9049878503728e-17	4.49786681351522e-13	DENN domain containing 10 [Source:HGNC Symbol;Acc:HGNC:31793]
12	MALAT1	0.566777235187941	1	1	2.75269472195427e-17	6.49938750800623e-13	metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]
12	BDP1	0.465881997715456	1	0.911	2.94139278480368e-17	6.94492250419996e-13	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol;Acc:HGNC:13652]
12	APOE	0.531654477233043	1	0.909	4.3312751632663e-17	1.0226573787988e-12	apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]
12	PPP1R10	0.474888991787864	0.987	0.891	6.57696006189941e-17	1.55288604021507e-12	protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284]
12	ADD3	-0.528316110427949	0.224	0.572	7.77834397629887e-17	1.83654479624393e-12	adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]
12	ASAH1	-0.418622178828399	0.994	0.965	9.19677563589668e-17	2.17145069539157e-12	N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735]
12	PGM2L1	-0.669155336480443	0.263	0.614	1.02256999565125e-16	2.41439001673216e-12	phosphoglucomutase 2 like 1 [Source:HGNC Symbol;Acc:HGNC:20898]
12	HIVEP2	0.525061451183268	0.692	0.419	1.14755372834893e-16	2.70948910800466e-12	human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4921]
12	LITAF	-0.443747032630124	0.237	0.589	1.33161151153773e-16	3.14406793989172e-12	lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]
12	ARPC1A	-0.46275608680565	0.987	0.935	1.64149846398218e-16	3.87574202330832e-12	actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703]
12	MAL2	-0.532411089310609	0.987	0.945	2.19603354985421e-16	5.18505481456078e-12	mal, T cell differentiation protein 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:13634]
12	RPN2	-0.444744926657662	0.994	0.982	2.54268667019879e-16	6.00353749700636e-12	ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]
12	FTSJ3	0.430562680170548	0.987	0.914	2.72051913290729e-16	6.42341772470739e-12	FtsJ RNA 2'-O-methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17136]
12	C19orf12	-0.486631954925135	0.314	0.623	2.96703765458637e-16	7.00547260624387e-12	chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443]
12	SMG5	0.51767712105022	0.756	0.526	4.01310654131647e-16	9.47534585470232e-12	SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]
12	NOP2	0.538545204361378	0.846	0.626	5.11599059091114e-16	1.20793653842003e-11	NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]
12	ILF3	0.443570175938162	0.994	0.913	5.5908688384043e-16	1.32006004143564e-11	interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]
12	CPVL	-0.431778398554045	0.25	0.58	6.44741397586733e-16	1.52229891384204e-11	carboxypeptidase vitellogenic like [Source:HGNC Symbol;Acc:HGNC:14399]
12	NBDY	-0.577602385692497	0.962	0.881	7.90450746346577e-16	1.8663332571989e-11	negative regulator of P-body association [Source:HGNC Symbol;Acc:HGNC:50713]
12	MTRNR2L1	0.735078494220305	0.827	0.597	1.12173959533894e-15	2.64853935855478e-11	MT-RNR2 like 1 [Source:HGNC Symbol;Acc:HGNC:37155]
12	IRF1	0.420676897632129	0.763	0.458	1.19003549202959e-15	2.80979280023106e-11	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]
12	SMAD7	0.541115813945971	0.904	0.704	1.23835632662897e-15	2.92388312280366e-11	SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]
12	EPN2	-0.434791502450077	0.25	0.579	2.18704492274394e-15	5.16383176709072e-11	epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
12	UCHL1	-0.438121695693509	1	0.974	3.17580646889862e-15	7.49839665371653e-11	ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]
12	EIF5B	0.430761046226452	1	0.994	4.95541182844478e-15	1.1700222868141e-10	eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]
12	RTN4	-0.462593918677541	0.974	0.885	5.56687579242281e-15	1.31439504334895e-10	reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]
12	NFKBIB	0.470231838649039	0.821	0.588	5.67097374833576e-15	1.33897361171956e-10	NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798]
12	ZNF408	0.533323899775906	0.788	0.537	5.76332096595059e-15	1.36077771327059e-10	zinc finger protein 408 [Source:HGNC Symbol;Acc:HGNC:20041]
12	ZBTB7B	0.470373920842366	0.776	0.531	7.44810287408613e-15	1.75857156960048e-10	zinc finger and BTB domain containing 7B [Source:HGNC Symbol;Acc:HGNC:18668]
12	ASH1L	0.494847549743591	0.987	0.901	8.55237168248982e-15	2.01930047795267e-10	ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]
12	TPT1	-0.430454529308106	1	1	8.92949146792436e-15	2.10834223049162e-10	tumor protein, translationally-controlled 1 [Source:HGNC Symbol;Acc:HGNC:12022]
12	ARPC1B	-0.796636483597283	0.987	0.88	1.17843269145716e-14	2.78239742779951e-10	actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704]
12	SRCAP	0.440718837780345	0.718	0.471	1.30671104159374e-14	3.08527544030698e-10	Snf2 related CREBBP activator protein [Source:HGNC Symbol;Acc:HGNC:16974]
12	SLC48A1	-0.468877154848841	0.244	0.549	1.67013360487657e-14	3.94335245447407e-10	solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]
12	MFSD10	-0.437162718144653	0.244	0.574	2.35135529139363e-14	5.5517849785095e-10	major facilitator superfamily domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16894]
12	MKNK2	-0.464490011058846	0.263	0.572	2.74521893217799e-14	6.48173642076545e-10	MAPK interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111]
12	NOM1	0.518722231347845	0.853	0.597	3.133100506598e-14	7.39756360612854e-10	nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244]
12	EIF3B	0.427639908520553	0.994	0.904	3.68633130486385e-14	8.70379684391403e-10	eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]
12	ZBTB48	0.451674883050223	0.801	0.562	6.09306086354099e-14	1.43863260049066e-09	zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]
12	TRHDE	-0.54487407359826	0.282	0.621	6.68981470636665e-14	1.57953215032023e-09	thyrotropin releasing hormone degrading enzyme [Source:HGNC Symbol;Acc:HGNC:30748]
12	YTHDC1	0.435094246526886	0.994	0.934	7.93110764464558e-14	1.87261382597727e-09	YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]
12	ANKRD34B	-0.491040390203476	0.224	0.512	8.44750396096654e-14	1.99454016022381e-09	ankyrin repeat domain 34B [Source:HGNC Symbol;Acc:HGNC:33736]
12	WDR43	0.425442922197478	0.987	0.939	8.94444204175347e-14	2.11187221047841e-09	WD repeat domain 43 [Source:HGNC Symbol;Acc:HGNC:28945]
12	TMEM223	-0.445369891658143	0.218	0.532	8.96844165151365e-14	2.11753875833889e-09	transmembrane protein 223 [Source:HGNC Symbol;Acc:HGNC:28464]
12	PERP	-0.493674787615286	0.968	0.879	9.86361245725273e-14	2.32889753728194e-09	p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637]
12	SGTA	0.511728178737404	0.731	0.504	1.0000928757712e-13	2.36131928898338e-09	small glutamine rich tetratricopeptide repeat containing alpha [Source:HGNC Symbol;Acc:HGNC:10819]
12	NSRP1	0.417502840410275	0.981	0.824	1.010183743849e-13	2.38514483760187e-09	nuclear speckle splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25305]
12	LUZP1	0.433707197828078	0.917	0.714	1.04271498998561e-13	2.46195436285502e-09	leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]
12	SQLE	-0.56518811970372	0.288	0.626	1.10022037179631e-13	2.59773031984826e-09	squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]
12	CD24	-0.553823921931469	0.994	0.946	1.10608543185137e-13	2.61157831314427e-09	CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]
12	GXYLT2	-0.408699347483289	0.212	0.508	1.7667282180743e-13	4.17142199569523e-09	glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383]
12	CDH6	-0.968129083400502	0.301	0.576	1.81862791217701e-13	4.29396236344114e-09	cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]
12	SLC34A2	-0.569040120012565	0.237	0.552	2.00478294076996e-13	4.73349300145194e-09	solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020]
12	MUC16	0.695611274804879	0.827	0.677	2.18957842492645e-13	5.16981361909383e-09	mucin 16, cell surface associated [Source:HGNC Symbol;Acc:HGNC:15582]
12	BRI3	-0.41686181683423	0.968	0.906	3.04305027073417e-13	7.18494599423046e-09	brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]
12	ARHGAP29	-0.858208406764484	1	0.958	3.13377471885581e-13	7.39915548869046e-09	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]
