cluster,gene,avg_logFC,pct.1,pct.2,p_val,p_val_adj,description
8,MUC16,0.938268707582868,0.93,0.683,1.29253680163644e-296,3.0112229867724e-292,mucin 16, cell surface associated [Source:HGNC Symbol;Acc:HGNC:15582]
8,CCNL2,0.680465924670104,0.917,0.753,1.17885307131029e-216,2.74637400023159e-212,cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]
8,KCNQ1OT1,0.740429196647853,0.691,0.516,1.48241081288557e-180,3.45357247077951e-176,KCNQ1 opposite strand/antisense transcript 1 [Source:HGNC Symbol;Acc:HGNC:6295]
9,FTH1,0.718514419038122,1,1,0,0,ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]
9,RPS12,0.520343379445524,1,1,0,0,ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385]
9,FTL,0.632187098552358,1,0.995,6.50620604980553e-291,1.51575082342319e-286,ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]
9,HIST1H4C,0.678220883541258,0.943,0.834,2.32388822531981e-253,5.41396239852757e-249,histone cluster 1 H4 family member c [Source:HGNC Symbol;Acc:HGNC:4787]
9,DHCR24,0.5445462603842,0.97,0.891,1.51695838822195e-171,3.53405795704069e-167,24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]
10,CRYAB,2.23824720371119,0.997,0.562,0,0,crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]
10,LGALS3,0.430333758187466,0.972,0.916,9.25588665675195e-127,2.1563439144235e-122,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
10,FHL2,0.570163715478291,0.8,0.563,3.74907630250489e-117,8.73422306194565e-113,four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]
10,ARPC1B,0.446212589310697,0.931,0.867,7.0574882352267e-101,1.64418303416076e-96,actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704]
10,PHGDH,0.438130140995588,0.865,0.72,1.89960108802544e-92,4.42550065477287e-88,phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]
11,SNHG19,1.77150613100856,0.999,0.911,0,0,small nucleolar RNA host gene 19 [Source:HGNC Symbol;Acc:HGNC:49574]
11,AC010997.5,1.38029623887145,0.841,0.21,0,0,novel transcript
11,AC103591.3,1.16127577597785,0.773,0.226,0,0,novel transcript, antisense to DNAJB4
11,AC132192.2,0.875290731741383,0.72,0.158,0,0,novel transcript, antisense to ZNF143
11,NEAT1,1.01570979603219,0.999,0.997,1.35429993540936e-149,3.15511255952318e-145,nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]
